259f8f9cce95b214dc9924af48bcd6f0	is sick. :(	12/24/09 0:54	157	1	1	0	-1
e4a9de8d77c21c3f704fdb0055cdde43	FIRST DAY OF SUMMER!  Sadly the days slowly start getting shorter now.  :(	6/21/10 18:23	90	1	1	0	-1
5299b573a6caaf4aebfb3cf6bc8acfd8	is not with his darling anymore :( sad day(s)...Lord, be my sustanence as you always are. Especially now that much of my joy is 700 <PROPMALE> away from me. I love you <PROPFEMALE>, and I miss you!	1/9/10 0:09	131	0	1	0	-1
5299b573a6caaf4aebfb3cf6bc8acfd8	Misses <PROPFEMALE> :(	4/20/10 17:48	131	0	1	0	-1
5299b573a6caaf4aebfb3cf6bc8acfd8	My phone decided that the touch pad doesn't need to work anymore. That means I no longer can access...well...anything. So This is a formal apology to all friends and family. I can't text you til it works, and for that I am sorry :( And if I don't have your number memorized, well, I can't call you either :( I'll get in touch asap!	9/1/10 20:36	131	0	2	0	-2
2b59f0d9dae4db546f37b4d5c1f35214	Officially no longer in Florida :(	6/27/10 18:23	130	0	1	0	-1
2b59f0d9dae4db546f37b4d5c1f35214	Home sick :(	8/11/10 21:25	130	0	1	0	-1
2b59f0d9dae4db546f37b4d5c1f35214	It's cold and I'm breaking out into hives... :(	10/6/10 2:20	130	0	1	0	-1
2b59f0d9dae4db546f37b4d5c1f35214	Damn...I'm sick :(	11/30/10 2:54	130	0	1	0	-1
2b59f0d9dae4db546f37b4d5c1f35214	I wish this chest cold would go away :(	1/23/11 17:13	130	0	1	0	-1
2b59f0d9dae4db546f37b4d5c1f35214	It's official...I have the flu :(	2/10/11 19:57	130	0	1	0	-1
2b59f0d9dae4db546f37b4d5c1f35214	I don't want to work today :(	3/8/11 16:07	130	0	1	0	-1
7519b9cd8cf808c434c2a7c7504f84c6	happy birthday <PROPFIRST> & good bye <PROPFEMALE>! :( you guys grow up so fast ! LOL.	7/19/09 3:50	90	1	1	0	-1
a95c737518037009987d197bbe66f4f5	finally succumbed to whatever evil respiratory bug has been threatening all week: too sick to get the kids off to school this morning, and too sick to stay up answering last-minute emails about tomorrow's final.  Sorry, y'all :(	12/15/09 1:11	299	1	1	0	-1
a95c737518037009987d197bbe66f4f5	Everybody please email aquaregum@yahoo.com to wish JJ a happy 22nd birthday! He can't come home & be with the family today :(	2/27/11 12:26	299	1	1	0	-1
77df364473a2ab2677481b5cedee8e16	umm... have to be at Duke at 6:15 in the AM- this stinks :( :( I strongly dislike camp-out and I didn't even do it!	9/13/09 2:01	57	1	2	0	-2
77df364473a2ab2677481b5cedee8e16	is in Harrisonburg for the day- waiting for <PROPFEMALE> to have her surgery :/ Poor thing was NOT excited about her first ever vet appointment :(	9/20/10 13:44	57	1	1	0	-1
77df364473a2ab2677481b5cedee8e16	I can't believe that I forgot to watch Jeopardy tonight-it has been on my calendar for weeks!!!!!!! ugh... i will tape it tomorrow night :(	2/15/11 3:29	57	1	1	0	-1
77df364473a2ab2677481b5cedee8e16	Not an ear infection- just teething!  But still quite miserable for my little man :(	2/16/11 18:11	57	1	1	0	-1
4c20ae4da223eb119e96a23d616f707c	The two Griffin Girls are a bit under the weather :(	7/30/09 21:02	604	1	1	0	-1
4c20ae4da223eb119e96a23d616f707c	wishes her body would let her sleep in :(	8/13/09 12:59	604	1	1	0	-1
4c20ae4da223eb119e96a23d616f707c	Hooray for me... under 4 hours of sleep :(	9/25/09 11:27	604	1	1	0	-1
4c20ae4da223eb119e96a23d616f707c	doesn't have enough quarters to finish laundry :(	10/1/09 2:41	604	1	1	0	-1
