789ce9b31990354f0a5a507347844dea	thanks everyone for the birthday wishes!!! you guys rock =).	7/17/10 5:54	23	1	0	1	1
789ce9b31990354f0a5a507347844dea	<PROPFIRST> in chicago!! =) my first visitor!!	8/27/10 0:35	23	1	0	1	1
789ce9b31990354f0a5a507347844dea	awesome visitor + <PROPMALE> institute of chicago + blue man group + drinks at hancock tower + great food + antiquing adventures = amazing weekend =)	2/14/11 0:54	23	1	0	1	1
789ce9b31990354f0a5a507347844dea	CHICAGO RESTAURANT WEEK!!\\\
trying not to go broke. thanks for helping with that, <PROPFIRST> <PROPFEMALE> =)	2/23/11 18:35	23	1	0	1	1
e4a9de8d77c21c3f704fdb0055cdde43	Got my form to request which primary I want to vote in as a DTS... I'm in your primary voting for moderate Republicans.  >:)	4/8/10 14:08	90	1	0	1	1
e4a9de8d77c21c3f704fdb0055cdde43	A colleague recognized that the lolcat on my computer background was referencing Dune... she is now that much cooler in my eyes.  :-)	4/8/10 20:16	90	1	0	1	1
e4a9de8d77c21c3f704fdb0055cdde43	I <3 my new French press at work... downing even more tea than usual.   :) And who says French press pots are only for coffee??	4/12/10 15:59	90	1	0	1	1
e4a9de8d77c21c3f704fdb0055cdde43	It's a little thing but there's so much pleasure that comes with so many compliments being directed towards my $10 pair of shoes.  :-)	4/14/10 22:34	90	1	0	1	1
e4a9de8d77c21c3f704fdb0055cdde43	Never ceased to be amazed/amused by the various methods people use to try to get fruit off one of the Capitol's orange trees.  :-)	6/30/10 0:30	90	1	0	1	1
e4a9de8d77c21c3f704fdb0055cdde43	I should wear my funky tights more often... I make lots of random friends and start more utterly random conversations as a result.  :)	10/6/10 16:01	90	1	0	1	1
e4a9de8d77c21c3f704fdb0055cdde43	Booya!  I just voted.  >:-)	10/8/10 15:53	90	1	0	1	1
e4a9de8d77c21c3f704fdb0055cdde43	Best gift that I have that keeps on giving is a lot of wonderful friends, family and loved ones (corny I know... but I like to think I get a pass today.  :-) )	11/12/10 13:59	90	1	0	1	1
e4a9de8d77c21c3f704fdb0055cdde43	Happy Epiphany/Twelfth Day of Christmas/Wisemen Day!  :-)	1/6/11 16:28	90	1	0	1	1
e4a9de8d77c21c3f704fdb0055cdde43	Typical reaction from everyone I see this week: \\What are you doing here?\\".  Said out of love I like to think...  :-)"	1/26/11 23:23	90	1	0	1	1
